,pl_name,hostname,pl_bmasse,pl_orbper,pl_orbsmax,st_mass
323,HD 130322 b,HD 130322,330.53,10.7085,0.0896,0.836
324,HD 130322 b,HD 130322,365.18483964,10.70867,0.0929,0.932783
325,HD 130322 b,HD 130322,365.49,10.70871,0.0925,0.92
326,HD 130322 b,HD 130322,324.1866,10.72,0.088,0.79
327,HD 130322 b,HD 130322,346.43296363,10.721,0.09,0.85
328,Kepler-20 c,Kepler-20,11.1,10.8540774,0.0936,0.929
329,Kepler-20 c,Kepler-20,12.75,10.85409089,0.0949,0.948
330,Kepler-20 c,Kepler-20,16.1,10.854092,0.093,0.912
331,Kepler-20 c,Kepler-20,13.55003079,10.85409784,0.0940486658,0.942
332,HAT-P-15 b,HAT-P-15,619.45067,10.863502,0.0965,1.013
333,HAT-P-15 b,HAT-P-15,618.471,10.863502,0.0964,1.013
334,HD 108147 b,HD 108147,82.95,10.8985,0.102,1.22
335,HD 108147 b,HD 108147,127.132,10.901,0.104,1.27
336,HD 136352 b,HD 136352,4.62,11.57779,0.0969,0.906
337,HD 136352 b,HD 136352,4.72,11.57797,0.0964,0.87
338,HD 136352 b,HD 136352,4.81,11.5824,0.0934,0.81
339,HD 20003 b,HD 20003,11.66,11.8482,0.0974,0.875
340,Kepler-24 c,Kepler-24,508.5,12.3335,0.106,1.03
341,GJ 581 c,GJ 581,5.5,12.914,0.0721,0.310747
342,GJ 581 c,GJ 581,5.05347167,12.9144,0.07359,0.318714
343,GJ 581 c,GJ 581,5.652,12.919,0.074,0.310747
344,GJ 581 c,GJ 581,5.6,12.9191,0.072993,0.31
345,GJ 581 c,GJ 581,6.81,12.9211,0.0718,0.295
346,CoRoT-10 b,CoRoT-10,867.6759,13.2406,0.1055,0.89
347,CoRoT-10 b,CoRoT-10,883.5674,13.2406,0.106,0.904
348,CoRoT-10 b,CoRoT-10,874,13.2406,0.1055,0.89
349,Kepler-29 c,Kepler-29,95.3,13.2907,0.11,1
350,HD 1461 c,HD 1461,7.05579064,13.504,0.1121,1.03064
351,HD 1461 c,HD 1461,5.59,13.5052,0.1117,1.02
352,HD 20781 c,HD 20781,5.33,13.8905,0.1004,0.7
353,HD 13808 b,HD 13808,11.2,14.1815,0.10519,0.771
354,55 Cnc b,55 Cnc,266.966,14.465314,0.11339,0.9
355,HD 179079 b,HD 179079,27.5,14.476,0.1216,1.146
356,HD 179079 b,HD 179079,31.783,14.476,0.12,1.53
357,HD 179079 b,HD 179079,25.74423,14.479,0.1214,1.14
358,55 Cnc b,55 Cnc,266.9772,14.648,0.11,0.85
359,55 Cnc b,55 Cnc,254.25,14.651,0.1134,0.9
360,55 Cnc b,55 Cnc,260.61,14.65126,0.1138,0.9
361,55 Cnc b,55 Cnc,263.9785,14.65152,0.11522725,0.95
362,55 Cnc b,55 Cnc,255.4,14.6516,0.1134,0.905
363,55 Cnc b,55 Cnc,261.881,14.65162,0.115,0.9
364,55 Cnc b,55 Cnc,267.29369029,14.65171,0.1162,0.974708
365,55 Cnc b,55 Cnc,266.9772,14.653,0.115,0.95
366,55 Cnc b,55 Cnc,249.17872,14.67,0.115,0.95
367,K2-222 b,K2-222,8.7,15.38857,0.1206,0.989
368,HD 73344 b,HD 73344,12.43,15.604,0.1296,1.19
369,HD 73344 b,HD 73344,10.48,15.611,0.131,1.2
370,GJ 86 b,GJ 86,1284.0332,15.764,0.114,0.8
371,GJ 86 b,GJ 86,1404.8086,15.76491,0.11,0.93
372,GJ 86 b,GJ 86,1242.66,15.76491,0.113,0.77
373,EPIC 229004835 b,EPIC 229004835,10.4,16.141132,0.1237,0.97
374,HD 10180 d,HD 10180,12.013974,16.357,0.12859,1.06
375,HD 10180 d,HD 10180,11.75,16.3579,0.1286,1.06
376,HD 190360 c,HD 190360,18.116,17.1,0.128,0.96
377,HD 190360 c,HD 190360,19.069,17.111,0.1304,0.98
378,HD 190360 c,HD 190360,21.45341747,17.11704,0.1294,0.986343
379,HD 16417 b,HD 16417,22.1,17.24,0.14,1.2
380,HD 195019 b,HD 195019,1102.82,18.2,0.13,1.03
381,HD 195019 b,HD 195019,1166.39,18.2008,0.138,1.06
382,HD 195019 b,HD 195019,1161.66282759,18.201228,0.1376,1.049075
383,HD 195019 b,HD 195019,1172.7,18.20132,0.1388,1.07
384,HD 195019 b,HD 195019,1264.9634,18.20132,0.14,1.21
385,HD 195019 b,HD 195019,1175.92,18.20163,0.1388,1.03
386,HD 20794 b,HD 20794,2.15,18.314,0.1257,0.79
387,HD 20794 b,HD 20794,2.7,18.315,0.1207,0.7
388,HD 20794 b,HD 20794,2.82,18.33,0.127,0.813
389,K2-280 b,K2-280,37.1,19.89526,0.1461,1.03
390,HD 102117 b,HD 102117,44.4962,20.67,0.149,1.03
391,HD 102117 b,HD 102117,57.2094,20.8,0.15,0.95
392,HD 102117 b,HD 102117,54.664,20.8079,0.1532,1.01
393,HD 102117 b,HD 102117,54.0311,20.8133,0.15,1.06
394,HD 102117 b,HD 102117,54.664,20.8133,0.1532,1.11
395,HD 17156 b,HD 17156,991.59,21.2,0.15,1.2
396,HD 17156 b,HD 17156,1028.18005,21.216398,0.16278,1.275
397,HD 17156 b,HD 17156,1036.76146,21.216398,0.1637,1.297
398,HD 17156 b,HD 17156,1023.37,21.21663,0.1614,1.24
399,HD 17156 b,HD 17156,1004.3428,21.2167,0.1607,1.23
400,HD 192263 b,HD 192263,200.23189641,23.646,0.146,0.74
401,HD 192263 b,HD 192263,228.83,24.348,0.15,0.75
402,HD 192263 b,HD 192263,177.9848,24.3556,0.15,0.66
403,HD 192263 b,HD 192263,203.72,24.3556,0.1532,0.81
404,HD 192263 b,HD 192263,232.96,24.3587,0.15312,0.807
405,HD 192263 b,HD 192263,209.13109181,24.3597,0.154,0.820538
406,HD 117618 b,HD 117618,55.30242,25.8,0.18,1.077
407,HD 117618 b,HD 117618,50.8528,25.8,0.17,1.05
408,HD 117618 b,HD 117618,56.6,25.827,0.176,1.1
409,HD 117618 b,HD 117618,60.3877,25.827,0.17,1.17
410,HD 136352 c,HD 136352,10.8,27.5821,0.1666,0.81
411,HD 136352 c,HD 136352,11.29,27.5909,0.1729,0.906
412,HD 136352 c,HD 136352,11.24,27.59221,0.1721,0.87
413,GJ 667 C c,GJ 667 C,3.8,28.14,0.125,0.33
414,GJ 876 c,GJ 876,266.2,30.0784,0.135989,0.37
415,GJ 876 c,GJ 876,226.9846,30.0881,0.12959,0.32
416,GJ 876 c,GJ 876,177.98,30.12,0.13,0.336778
417,GJ 876 c,GJ 876,281.74196543,30.126,0.134,0.336778
418,GJ 876 c,GJ 876,221.84422809,30.22902,0.1363,0.369607
419,GJ 876 c,GJ 876,273.32,30.259,0.132,0.334
420,GJ 876 c,GJ 876,251.075,30.455,0.13065,0.336778
421,HD 20003 c,HD 20003,14.44,33.9239,0.1964,0.875
422,HD 204313 c,HD 204313,17.6,34.905,0.2099,1.02
423,HD 204313 c,HD 204313,17.16273398,34.95875,0.211,1.03
424,HD 11964 c,HD 11964,25,37.91,0.229,0.91
425,HD 11964 c,HD 11964,24.34565598,37.9196,0.2315,1.151343
426,61 Vir c,61 Vir,18.2,38.021,0.2175,0.942
427,61 Vir c,61 Vir,16.11390023,38.0957,0.2151,0.914072
428,55 Cnc c,55 Cnc,68.96911,43.93,0.24,0.95
429,HD 147018 b,HD 147018,674,44.236,0.2388,0.927
430,55 Cnc c,55 Cnc,53.711,44.3446,0.24,0.9
431,55 Cnc c,55 Cnc,56.6985,44.373,0.23735,0.9
432,55 Cnc c,55 Cnc,52.44,44.3787,0.238,0.9
433,55 Cnc c,55 Cnc,52.44,44.38,0.237,0.9
434,55 Cnc c,55 Cnc,54.3486576,44.3827,0.2432,0.974708
435,55 Cnc c,55 Cnc,51.2,44.3989,0.2373,0.905
436,55 Cnc c,55 Cnc,54.4738,44.4175,0.241376,0.95
437,HD 103197 b,HD 103197,28.6047,47.84,0.25,0.8
438,HD 103197 b,HD 103197,31.2,47.84,0.249,0.9
439,HD 107148 b,HD 107148,66.741,48.056,0.269,1.12
440,HD 10180 e,HD 10180,25.1,49.745,0.2699,1.06
441,HD 10180 e,HD 10180,25.585315,49.748,0.2699,1.06
442,K2-263 b,K2-263,14.8,50.818947,0.2573,0.88
443,K2-263 b,K2-263,14.9,50.818947,0.2573,0.88
444,HD 13808 c,HD 13808,9.96,53.753,0.2554,0.771
445,HD 104067 b,HD 104067,50.8528,55.806,0.26,0.62
446,HD 104067 b,HD 104067,58.985,55.806,0.2643,0.791
447,HD 104067 b,HD 104067,64.51916662,55.828,0.2673,0.817543
448,HD 104067 b,HD 104067,62.1,55.851,0.2674,0.82
449,HD 168443 b,HD 168443,2517.20098344,58.11159,0.2977,1.042438
450,HD 168443 b,HD 168443,2424.3950886,58.11187,0.292,0.98
451,HD 168443 b,HD 168443,2545.8183,58.11212,0.3,0.98
452,HD 168443 b,HD 168443,2434.157,58.11247,0.2931,0.995
453,HD 168443 b,HD 168443,2548.89,58.11289,0.3,0.98
454,GJ 876 b,GJ 876,804.076,60.83,0.20774,0.336778
455,GJ 876 b,GJ 876,670.59,60.85,0.21,0.336778
456,GJ 876 b,GJ 876,600.67,61.02,0.208,0.336778
457,GJ 876 b,GJ 876,672.20708081,61.03474,0.2177,0.369607
458,GJ 876 b,GJ 876,839.04,61.065,0.211,0.334
459,GJ 876 b,GJ 876,887.69135194,61.082,0.214,0.336778
460,GJ 876 b,GJ 876,845.3,61.087,0.218585,0.37
461,GJ 876 b,GJ 876,723.2235,61.1166,0.208317,0.32
462,HD 121504 b,HD 121504,479.9233,63.33,0.33,1.62
463,HD 121504 b,HD 121504,388,63.33,0.33,1.18
464,HD 109246 b,HD 109246,273.3338,68.27,0.33,1.2
465,HD 109246 b,HD 109246,244.72,68.27,0.33,1.01
466,HD 101930 b,HD 101930,95.34,70.46,0.302,0.74
467,HD 101930 b,HD 101930,79.4575,70.46,0.3,0.57
468,HD 178911 B b,HD 178911 B,2247.04683749,71.479,0.3399,1.02556
469,HD 178911 B b,HD 178911 B,2234.25,71.484,0.339,1.014
470,HD 178911 B b,HD 178911 B,2552.1749,71.484,0.34,1.24
471,HD 178911 B b,HD 178911 B,2336.0505,71.511,0.345,1.06
472,HD 192310 b,HD 192310,14.33406116,74.062,0.3262,0.844324
473,HD 192310 b,HD 192310,21.6,74.39,0.319,0.85
474,HD 192310 b,HD 192310,16.9,74.72,0.32,0.8
475,HD 163607 b,HD 163607,251.0857,75.195,0.362,1.12
476,HD 163607 b,HD 163607,249.051588,75.2203,0.362,1.12
477,HD 163607 b,HD 163607,244.72,75.29,0.36,1.09
478,HD 16141 b,HD 16141,79.45710175,75.455,0.3609,1.101155
479,HD 16141 b,HD 16141,82.6358,75.523,0.36,1.11
480,HD 16141 b,HD 16141,82.6,75.523,0.363,1.12
481,HD 107148 b,HD 107148,64.51916662,77.181,0.3668,1.105215
482,HD 20794 d,HD 20794,3.52,88.9,0.364,0.813
483,HD 20794 d,HD 20794,2.98,89.68,0.3625,0.79
484,HD 20794 d,HD 20794,4.8,90.309,0.3499,0.7
485,CoRoT-9 b,CoRoT-9,266.9772,95.272656,0.4021,0.96
486,CoRoT-9 b,CoRoT-9,268.88418,95.272656,0.4029,0.96
487,CoRoT-9 b,CoRoT-9,266.97,95.2738,0.407,0.99
488,CoRoT-9 b,CoRoT-9,262.52758,95.2738,0.4027,0.96
489,HD 145377 b,HD 145377,1913.3366,103.95,0.45,1.2
490,HD 145377 b,HD 145377,1830.624,103.95,0.45,1.12
491,HD 136352 d,HD 136352,8.82,107.245,0.425,0.87
492,HD 136352 d,HD 136352,8.58,107.5983,0.4128,0.81
493,HD 136352 d,HD 136352,10.5,107.63,0.4285,0.906
494,HD 177830 c,HD 177830,47.6725,110.9,0.5137,1.47
495,HD 177830 c,HD 177830,33.05415433,111.163,0.496,1.319406
496,70 Vir b,70 Vir,2357.02728,116.688,0.481,1.09
497,70 Vir b,70 Vir,2380.45,116.6884,0.484,1.11
498,70 Vir b,70 Vir,2421.8646,116.6884,0.48,1.14
499,70 Vir b,70 Vir,2351.942,116.6926,0.481,1.09
500,70 Vir b,70 Vir,2297.89938261,116.69335,0.4765,1.06055
501,HD 102365 b,HD 102365,16,122.1,0.46,0.85
502,HD 10180 f,HD 10180,22.947326,122.744,0.4929,1.06
503,HD 10180 f,HD 10180,23.9,122.76,0.4929,1.06
504,61 Vir d,61 Vir,22.9,123.01,0.476,0.942
505,GJ 876 e,GJ 876,14.6,124.26,0.3343,0.32
506,GJ 876 e,GJ 876,18.00115332,124.4,0.345,0.336778
507,GJ 876 e,GJ 876,16.58,124.5,0.3514,0.37
508,HD 102272 b,HD 102272,1570.0802,127.58,0.51,1.45
509,HD 102272 b,HD 102272,1875.1,127.58,0.614,1.9
510,HD 208487 b,HD 208487,152.55,129.97,0.51,1.05
511,HD 208487 b,HD 208487,143.02,130,0.49,0.95
512,HD 208487 b,HD 208487,165.265,130.08,0.524,1.13
513,HD 156279 b,HD 156279,3140.1604,131.05,0.49,0.95
514,HD 156279 b,HD 156279,3086,131.05,0.495,0.93
515,HD 156279 b,HD 156279,3019.3698665,133.4031,0.5041,0.959814
516,HD 156279 b,HD 156279,2997.75753482,133.40355,0.502,0.94
517,GJ 3021 b,GJ 3021,1071.04,133.71,0.49,0.9
518,HD 100655 b,HD 100655,540.3,157.57,0.76,2.4
519,HD 100655 b,HD 100655,511.7063,157.57001,0.68,2.28
520,HD 154672 b,HD 154672,1600,163.9,0.6,1.03
521,HD 154672 b,HD 154672,1706.7471,163.94,0.6,1.18
522,HD 154672 b,HD 154672,1503.3359,163.967,0.59,1.08
523,HD 11506 c,HD 11506,260.61,170.455,0.639,1.12
524,HD 145457 b,HD 145457,888.01256916,176.13,0.762,1.9
525,HD 145457 b,HD 145457,708.7609,176.3,0.76,1.23
526,HD 145457 b,HD 145457,921.668,176.3,0.76,1.9
527,14 And b,14 And,1525.5,185.84,0.83,2.2
528,14 And b,14 And,1131.15130051,186.76,0.775,1.78
529,HD 155358 b,HD 155358,270,194.3,0.64,0.92
530,HD 155358 b,HD 155358,314.6517,194.3,0.63,1.15
531,HD 104985 b,HD 104985,2637.9,199.505,0.95,2.3
532,HD 104985 b,HD 104985,1766.80811451,199.68,0.715,1.22
533,HD 11506 c,HD 11506,129.67464,223.41,0.774,1.24
534,HD 11506 c,HD 11506,114.41,223.6,0.721,1.24
535,HD 11506 c,HD 11506,127.1313628,223.92,0.771,1.22
536,HD 11506 c,HD 11506,117.27868218,223.95986,0.75,1.12
537,HD 169830 b,HD 169830,915.31,225.62,0.81,1.4
538,HD 169830 b,HD 169830,804.42369812,225.67372,0.765,1.17
539,HD 169830 b,HD 169830,939.50077109,225.789,0.813,1.406679
540,HD 169830 b,HD 169830,934.4202,229.9,0.82,1.4
541,BD-08 2823 c,BD-08 2823,104,237.6,0.68,0.74
542,HD 12661 b,HD 12661,886.7457,252.7,0.79,1.07
543,HD 134987 b,HD 134987,511.7063,258.17999,0.81,1.1
544,HD 134987 b,HD 134987,505,258.19,0.81,1.1
545,HD 134987 b,HD 134987,516.15333297,258.251,0.818,1.092644
546,HD 134987 b,HD 134987,514.9,258.31,0.82,1.1
547,55 Cnc f,55 Cnc,47.8,259.88,0.7708,0.905
548,55 Cnc f,55 Cnc,45.766,260,0.781,0.9
549,55 Cnc f,55 Cnc,44.812,260.7,0.775,0.9
550,55 Cnc f,55 Cnc,47.0051,260.91,0.7733,0.9
551,55 Cnc f,55 Cnc,46.87969003,260.98,0.792,0.974708
552,55 Cnc f,55 Cnc,54.664,261.2,0.77,0.9
553,55 Cnc f,55 Cnc,44.812,262,0.788,0.95
554,HD 12661 b,HD 12661,725.60225318,262.36,0.824,1.084826
555,HD 12661 b,HD 12661,743.7,262.53,0.831,1
556,HD 12661 b,HD 12661,772.3269,262.70862,0.84,1.2
557,HD 12661 b,HD 12661,731,262.709,0.831,1
558,HD 12661 b,HD 12661,691.569,262.709,0.8079,1.02
559,HD 113538 b,HD 113538,85.81,263.3,0.71,0.7
560,HD 134987 b,HD 134987,518.0629,264.6,0.82,1.05
561,BD+14 4559 b,BD+14 4559,467.19,268.94,0.777,0.86
562,BD+14 4559 b,BD+14 4559,330.5432,268.94,0.78,0.49
563,4 UMa b,4 UMa,2256.5,269.3,0.87,1.234
564,4 UMa b,4 UMa,2511.48007211,270.27,0.877,1.234
565,HD 205739 b,HD 205739,435.41,279.8,0.896,1.22
566,HD 164509 b,HD 164509,140.79869,280.17,0.87,1.12
567,HD 164509 b,HD 164509,152.55,282.4,0.875,1.13
568,HD 175541 b,HD 175541,228.8376,297.29999,0.96,2.12
569,HD 175541 b,HD 175541,193.87,297.3,1.03,1.65
570,HD 175541 b,HD 175541,190.06234,298.43,0.975,1.39
571,HD 175541 b,HD 175541,183.38699084,299.05,0.99,1.449242
572,HD 160691 e,HD 160691,152.552,307.475,0.934,1.03
573,HD 160691 e,HD 160691,165.8685,310.55,0.921,1.08
574,HD 173416 b,HD 173416,585.12209729,322.03,1.158,2
575,HD 173416 b,HD 173416,858.1,323.6,1.16,2
576,HD 137388 b,HD 137388,70.8731,330,0.89,0.86
577,HD 137388 b,HD 137388,63.566,330,0.89,0.68
578,HD 148427 b,HD 148427,413.179,331.5,1.04,1.64
579,HD 148427 b,HD 148427,310,331.5,0.93,1.45
580,30 Ari B b,30 Ari B,3140.03,335.1,0.995,1.16
581,30 Ari B b,30 Ari B,4392.4106,335.10001,0.99,1.93
582,HD 142 b,HD 142,327.35,339,1,1.15
583,HD 192699 b,HD 192699,666.17168,340.94,1.063,1.38
584,30 Ari B b,30 Ari B,2097.678,345.4,1.01,1.16
585,HD 192699 b,HD 192699,737.3656,345.53,1.12,1.61
586,HD 192699 b,HD 192699,762.76,345.53,1.15,1.69
587,HD 142 b,HD 142,397.27,349.7,1.02,1.232
588,HD 142 b,HD 142,416.34,350.3,1.045,1.24
589,HD 142 b,HD 142,396.96768034,351.43394,1.039,1.21
590,HD 192699 b,HD 192699,794.5,351.5,1.16,1.68
591,HD 210702 b,HD 210702,481.5100366,355.5,1.079,1.33
592,HD 156846 b,HD 156846,3321.3235,359.51,0.993,1.43
593,HD 156846 b,HD 156846,3391.2461,359.51001,1.12,1.38
594,HD 156846 b,HD 156846,3359.32,359.5546,1.096,1.35
595,HD 17092 b,HD 17092,3219.6179,359.89999,1.31,6.73
596,BD+20 2457 b,BD+20 2457,6807.63,379.63,1.45,2.8
597,BD+20 2457 b,BD+20 2457,17668.1697,379.63,1.05,10.83
598,HD 20868 b,HD 20868,632.46,380.85,0.947,0.78
599,HD 20868 b,HD 20868,397.2875,380.85001,0.95,0.39
600,HD 100777 b,HD 100777,390.92894061,383,1.06,1.08
601,HD 100777 b,HD 100777,368.67,383.7,1.03,1.01
602,HD 100777 b,HD 100777,327.3649,383.70001,1.03,0.83
603,HD 142415 b,HD 142415,530.7761,386.29999,1.06,1.07
604,HD 142415 b,HD 142415,515,386.3,1.05,1.03
605,HD 155358 c,HD 155358,261,391.9,1.02,0.92
606,BD+48 738 b,BD+48 738,289.2253,392.6,1,0.74
607,HD 108874 b,HD 108874,426,394.48,1.053,0.97
608,HD 108874 b,HD 108874,451.3186,394.48123,1.04,1.1
609,HD 108874 b,HD 108874,419.53349724,395.38,1.052,0.995578
610,HD 108874 b,HD 108874,432.23,395.4,1.051,0.99
611,HD 108874 b,HD 108874,409.98,395.8,1.038,0.95
612,HD 108874 b,HD 108874,543.47,397.5,1.06,1
613,HD 177830 b,HD 177830,473.547,406.6,1.2218,1.47
614,HD 177830 b,HD 177830,428.43269264,407.37,1.18,1.319406
615,HD 154857 b,HD 154857,711.91,408.6,1.291,1.718
616,HD 154857 b,HD 154857,778.6835,408.60001,1.29,1.96
617,HD 154857 b,HD 154857,570,409,1.2,0.99
618,HD 177830 b,HD 177830,537.1327,410.10001,1.14,1.7
619,HD 167042 b,HD 167042,540.311,412.6,1.3,1.64
620,HD 167042 b,HD 167042,444.00628458,417.67,1.22,1.39
621,HD 167042 b,HD 167042,505.34716713,418.17,1.304,1.690936
622,HD 167042 b,HD 167042,540.29,420.77,1.32,1.72
623,HD 128311 b,HD 128311,816.79,422,1.02,0.8
624,HD 1502 b,HD 1502,874.0325,428.5,1.262,1.46
625,gam1 Leo b,gam1 Leo,2790.43,428.5,1.19,1.23
626,HAT-P-13 c,HAT-P-13,4830.8,428.5,1.188,1.22
627,HD 1502 b,HD 1502,985.2,431.8,1.31,1.61
628,HD 210277 b,HD 210277,406.81,437,1.1,0.92
629,HD 108863 b,HD 108863,767.24162,437.7,1.32,1.59
630,HD 210277 b,HD 210277,390.91,442.1,1.1,0.92
631,HD 210277 b,HD 210277,410.0007,442.19,1.13,1.01
632,HD 210277 b,HD 210277,409.98,442.19,1.138,1.01
633,HD 210277 b,HD 210277,392.83591105,442.943,1.123,0.963925
634,HD 108863 b,HD 108863,902.6372,443.39999,1.45,2.17
635,HD 108863 b,HD 108863,826.3,443.4,1.4,1.85
636,HAT-P-13 c,HAT-P-13,4643.3,445.82,1.258,1.32
637,24 Sex b,24 Sex,632.46,452.8,1.333,1.54
638,HD 128311 b,HD 128311,562.24127,453.019,1.084,0.828
639,HD 128311 b,HD 128311,635.656814,453.28,1.088,0.837059
640,HD 128311 b,HD 128311,460.83,454.2,1.086,0.828
641,HD 188015 b,HD 188015,400.45,456.46,1.19,1.08
642,HD 128311 b,HD 128311,692.84,458.6,1.099,0.84
643,HD 188015 b,HD 188015,476.72,461.2,1.203,1.09
644,HD 188015 b,HD 188015,462.12250378,462.59,1.187,1.042676
645,HD 136418 b,HD 136418,680.1562,464.29999,1.29,1.48
646,HD 136418 b,HD 136418,635.633,464.3,1.32,1.33
647,HD 19994 b,HD 19994,435.41,466.2,1.305,1.365
648,HD 13189 b,HD 13189,3480.2385,471.60001,1.25,2.24
649,HD 180902 b,HD 180902,495.8148,479,1.38,1.52
650,HD 180902 b,HD 180902,508.507,479,1.39,1.52
651,HD 114783 b,HD 114783,328.31674443,492.56,1.164,0.866925
652,HD 114783 b,HD 114783,349.6,493.7,1.16,0.853
653,HD 114783 b,HD 114783,328.6,496.9,1.169,0.85
654,HD 153950 b,HD 153950,937.5985,499.39999,1.28,1.25
655,HD 153950 b,HD 153950,867.639,499.4,1.28,1.12
656,HD 114783 b,HD 114783,317.83,501,1.2,0.92
657,HD 125612 b,HD 125612,1112.405,510,1.2,1.1
